"Amount","Currency","Cost Center","Funding Pool","GL account","Register","Date","Description"
"-16720,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","13/07/2012","Test fin contract 225"
"-99400,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","14/07/2012","Test fin contract 226"
"-131780,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","15/07/2012","Test fin contract 227"
"-87740,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","16/07/2012","Test fin contract 228"
"-88670,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","17/07/2012","Test fin contract 229"
"-93070,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","18/07/2012","Test fin contract 230"
"-134290,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","19/07/2012","Test fin contract 231"
"-127720,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","20/07/2012","Test fin contract 232"
"-59300,00","MMK","MM002","MM-GFH-11","604030 Construction materials (sand, cement, wood)","BNK-MMK-1","21/07/2012","Test fin contract 233"
"-102930,00","MMK","MM002","MM-GFH-11","606015 IT equipment","BNK-MMK-1","22/07/2012","Test fin contract 234"
"-21290,00","MMK","MM002","MM-GFH-11","606015 IT equipment","BNK-MMK-1","23/07/2012","Test fin contract 235"
"-150000,00","MMK","MM002","MM-GFH-11","606015 IT equipment","BNK-MMK-1","24/07/2012","Test fin contract 236"
"-124320,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","25/07/2012","Test fin contract 237"
"-136000,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","26/07/2012","Test fin contract 238"
"-114210,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","27/07/2012","Test fin contract 239"
"-98500,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","28/07/2012","Test fin contract 240"
"-28820,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","29/07/2012","Test fin contract 241"
"-55650,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","30/07/2012","Test fin contract 242"
"-138870,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","31/07/2012","Test fin contract 243"
"-9030,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","1/07/2012","Test fin contract 244"
"-104900,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","2/07/2012","Test fin contract 245"
"-148970,00","MMK","MM002","MM-GFH-11","6210 Daily labor","BNK-MMK-1","3/07/2012","Test fin contract 246"
"-35610,00","MMK","MM002","MM-GFH-11","62151 Payroll taxes","BNK-MMK-1","4/07/2012","Test fin contract 247"
"-45160,00","MMK","MM002","MM-GFH-11","62151 Payroll taxes","BNK-MMK-1","5/07/2012","Test fin contract 248"
"-134440,00","MMK","MM002","MM-GFH-11","62151 Payroll taxes","BNK-MMK-1","6/07/2012","Test fin contract 249"
"-107020,00","MMK","MM002","MM-GFH-11","62151 Payroll taxes","BNK-MMK-1","7/07/2012","Test fin contract 250"
"-125080,00","MMK","MM002","MM-GFH-11","62151 Payroll taxes","BNK-MMK-1","8/07/2012","Test fin contract 251"
"-102540,00","MMK","MM002","MM-GFH-11","62151 Payroll taxes","BNK-MMK-1","9/07/2012","Test fin contract 252"
"-25230,00","MMK","MM002","MM-GFH-11","62151 Payroll taxes","BNK-MMK-1","10/07/2012","Test fin contract 253"
"-125960,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","11/07/2012","Test fin contract 254"
"-83030,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","12/07/2012","Test fin contract 255"
"-131750,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","13/07/2012","Test fin contract 256"
"-127460,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","14/07/2012","Test fin contract 257"
"-15480,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","15/07/2012","Test fin contract 258"
"-84090,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","16/07/2012","Test fin contract 259"
"-46390,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","17/07/2012","Test fin contract 260"
"-55390,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","18/07/2012","Test fin contract 261"
"-91210,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","19/07/2012","Test fin contract 262"
"-35520,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","20/07/2012","Test fin contract 263"
"-68560,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","21/07/2012","Test fin contract 264"
"-126900,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","22/07/2012","Test fin contract 265"
"-16940,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","23/07/2012","Test fin contract 266"
"-119640,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","24/07/2012","Test fin contract 267"
"-68760,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","25/07/2012","Test fin contract 268"
"-108350,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","26/07/2012","Test fin contract 269"
"-45940,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","27/07/2012","Test fin contract 270"
"-32120,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","28/07/2012","Test fin contract 271"
"-25610,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","29/07/2012","Test fin contract 272"
"-111110,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","30/07/2012","Test fin contract 273"
"-137730,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","1/07/2012","Test fin contract 274"
"-39630,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","2/07/2012","Test fin contract 275"
"-112490,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","3/07/2012","Test fin contract 276"
"-62610,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","4/07/2012","Test fin contract 277"
"-91870,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","5/07/2012","Test fin contract 278"
"-45070,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","6/07/2012","Test fin contract 279"
"-82650,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","7/07/2012","Test fin contract 280"
"-94120,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","8/07/2012","Test fin contract 281"
"-121780,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","9/07/2012","Test fin contract 282"
"-139900,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","10/07/2012","Test fin contract 283"
"-50980,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","11/07/2012","Test fin contract 284"
"-110990,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","12/07/2012","Test fin contract 285"
"-73010,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","13/07/2012","Test fin contract 286"
"-148790,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","14/07/2012","Test fin contract 287"
"-25860,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","15/07/2012","Test fin contract 288"
"-70730,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","16/07/2012","Test fin contract 289"
"-139730,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","17/07/2012","Test fin contract 290"
"-126450,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","18/07/2012","Test fin contract 291"
"-95680,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","19/07/2012","Test fin contract 292"
"-93890,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","20/07/2012","Test fin contract 293"
"-107870,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","21/07/2012","Test fin contract 294"
"-11390,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","22/07/2012","Test fin contract 295"
"-117070,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","23/07/2012","Test fin contract 296"
"-450,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","24/07/2012","Test fin contract 297"
"-120830,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","25/07/2012","Test fin contract 298"
"-149680,00","MMK","MM002","MM-GFH-11","6000 Medicines","BNK-MMK-1","26/07/2012","Test fin contract 299"
"-53310,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","27/07/2012","Test fin contract 300"
"-99370,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","28/07/2012","Test fin contract 301"
"-58940,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","29/07/2012","Test fin contract 302"
"-121960,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","30/07/2012","Test fin contract 303"
"-98930,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","31/07/2012","Test fin contract 304"
"-71320,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","1/07/2012","Test fin contract 305"
"-53190,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","2/07/2012","Test fin contract 306"
"-143990,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","3/07/2012","Test fin contract 307"
"-50340,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","4/07/2012","Test fin contract 308"
"-5300,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","5/07/2012","Test fin contract 309"
"-38660,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","6/07/2012","Test fin contract 310"
"-72180,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","7/07/2012","Test fin contract 311"
"-125780,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","8/07/2012","Test fin contract 312"
"-67410,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","9/07/2012","Test fin contract 313"
"-30970,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","10/07/2012","Test fin contract 314"
"-44500,00","MMK","MM002","MM-GFM-11","6000 Medicines","BNK-MMK-1","11/07/2012","Test fin contract 315"
"-110020,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","12/07/2012","Test fin contract 316"
"-38020,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","13/07/2012","Test fin contract 317"
"-77110,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","14/07/2012","Test fin contract 318"
"-120820,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","15/07/2012","Test fin contract 319"
"-147780,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","16/07/2012","Test fin contract 320"
"-24260,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","17/07/2012","Test fin contract 321"
"-142120,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","18/07/2012","Test fin contract 322"
"-118370,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","19/07/2012","Test fin contract 323"
"-115370,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","20/07/2012","Test fin contract 324"
"-129700,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","21/07/2012","Test fin contract 325"
"-96050,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","22/07/2012","Test fin contract 326"
"-57310,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","23/07/2012","Test fin contract 327"
"-91640,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","24/07/2012","Test fin contract 328"
"-12630,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","25/07/2012","Test fin contract 329"
"-90560,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","26/07/2012","Test fin contract 330"
"-47920,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","27/07/2012","Test fin contract 331"
"-54720,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","28/07/2012","Test fin contract 332"
"-133960,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","29/07/2012","Test fin contract 333"
"-60470,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","30/07/2012","Test fin contract 334"
"-1810,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","1/07/2012","Test fin contract 335"
"-68390,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","2/07/2012","Test fin contract 336"
"-87270,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","3/07/2012","Test fin contract 337"
"-149630,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","4/07/2012","Test fin contract 338"
"-1040,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","5/07/2012","Test fin contract 339"
"-148580,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","6/07/2012","Test fin contract 340"
"-1250,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","7/07/2012","Test fin contract 341"
"-34700,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","8/07/2012","Test fin contract 342"
"-78280,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","9/07/2012","Test fin contract 343"
"-102990,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","10/07/2012","Test fin contract 344"
"-112570,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","11/07/2012","Test fin contract 345"
"-60440,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","12/07/2012","Test fin contract 346"
"-23450,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","13/07/2012","Test fin contract 347"
"-127950,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","14/07/2012","Test fin contract 348"
"-20000,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","15/07/2012","Test fin contract 349"
"-25180,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","16/07/2012","Test fin contract 350"
"-8240,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","17/07/2012","Test fin contract 351"
"-83800,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","18/07/2012","Test fin contract 352"
"-720,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","19/07/2012","Test fin contract 353"
"-61210,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","20/07/2012","Test fin contract 354"
"-24040,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","21/07/2012","Test fin contract 355"
"-12110,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","22/07/2012","Test fin contract 356"
"-112980,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","23/07/2012","Test fin contract 357"
"-149850,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","24/07/2012","Test fin contract 358"
"-101870,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","25/07/2012","Test fin contract 359"
"-129520,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","26/07/2012","Test fin contract 360"
"-133430,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","27/07/2012","Test fin contract 361"
"-27230,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","28/07/2012","Test fin contract 362"
"-15260,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","29/07/2012","Test fin contract 363"
"-84030,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","30/07/2012","Test fin contract 364"
"-146540,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","31/07/2012","Test fin contract 365"
"-66520,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","1/02/2012","Test fin contract 366"
"-73080,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","2/02/2012","Test fin contract 367"
"-148830,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","3/02/2012","Test fin contract 368"
"-51630,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","4/02/2012","Test fin contract 369"
"-149020,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","5/02/2012","Test fin contract 370"
"-113720,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","6/02/2012","Test fin contract 371"
"-123420,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","7/02/2012","Test fin contract 372"
"-7000,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","8/02/2012","Test fin contract 373"
"-29560,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","9/02/2012","Test fin contract 374"
"-24670,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","10/02/2012","Test fin contract 375"
"-5230,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","11/02/2012","Test fin contract 376"
"-21710,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","12/02/2012","Test fin contract 377"
"-149540,00","MMK","MM002","MM-GFM-11","6260 Perdiem and team living expenses","BNK-MMK-1","13/02/2012","Test fin contract 378"
"-56060,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","14/02/2012","Test fin contract 379"
"-83850,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","15/02/2012","Test fin contract 380"
"-64160,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","16/02/2012","Test fin contract 381"
"-140810,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","17/02/2012","Test fin contract 382"
"-53880,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","18/02/2012","Test fin contract 383"
"-4550,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","19/02/2012","Test fin contract 384"
"-36980,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","20/02/2012","Test fin contract 385"
"-46140,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","21/02/2012","Test fin contract 386"
"-78780,00","MMK","MM002","MM-GFM-11","6265 HQ employees salaries and charges","BNK-MMK-1","22/02/2012","Test fin contract 387"
